In_x,In_y,Out_x,Out_y,Center_x,Center_y,PositionIndex
189.3323106,18.0797869,189.9310337,5.570067009,189.6316722,11.82492695,191
190.3304979,18.13939649,190.9289694,5.634929502,190.6297336,11.887163,192
191.328708,18.19900797,191.9268823,5.699788515,191.6277951,11.94939824,193
192.3268864,18.2586189,192.9248265,5.764655939,192.6258564,12.01163742,194
193.3250694,18.31823012,193.9227666,5.829513603,193.623918,12.07387186,195
194.3232638,18.37784131,194.9206945,5.894382377,194.6219792,12.13611185,196
195.3214784,18.43745253,195.9186031,5.959240041,195.6200407,12.19834629,197
196.3196553,18.4970615,196.9165489,6.024106395,196.6181021,12.26058395,198
197.3178615,18.55667222,197.9144659,6.088963519,197.6161637,12.32281787,199
198.3160757,18.61628342,198.9123741,6.153832292,198.6142249,12.38505785,200
199.3142515,18.67589232,199.9103217,6.21868744,199.6122866,12.44728988,201
200.3124588,18.7355031,200.9082369,6.283555769,200.6103478,12.50952944,202
201.3106733,18.79511432,201.9061455,6.348413434,201.6084094,12.57176388,203
202.3088875,18.85472552,202.9040538,6.413280905,202.6064707,12.63400321,204
203.3070565,18.91433401,203.9020082,6.478136911,203.6045324,12.69623546,205
204.3052708,18.97394521,204.8999166,6.543000921,204.6025937,12.75847307,206
205.3034852,19.03355642,205.8978251,6.607863348,205.6006551,12.82070989,207
206.3016421,19.09316562,206.8957913,6.672721705,206.5987167,12.88294366,208
207.2998406,19.15277776,207.8937154,6.737588614,207.596778,12.94518318,209
208.2980389,19.21238989,208.8916393,6.802457834,208.5948391,13.00742386,210
209.2962055,19.27199852,209.8895962,6.867313264,209.5929008,13.06965589,211
210.2944198,19.33160973,210.8875045,6.932178003,210.5909622,13.13189386,212
211.2926342,19.39122093,211.885413,6.997039702,211.5890236,13.19413032,213
212.2908338,19.45083126,212.8833364,7.061900017,212.5870851,13.25636564,214
213.2890173,19.51044062,213.8812758,7.126763179,213.5851466,13.3186019,215
214.2872319,19.57005184,214.8791844,7.191620996,214.5832081,13.38083642,216
